id;chpitre;sous-chapitre;titre;exigence;lois;documents
94;6;25;Amiante;Si l'établissement exerce des activités susceptibles d'exposer les travailleurs à la poussière d'amiante, il déclare de telles activités à l'inspection du travail et au service de sécurité sociale ainsi qu'à l'inspecteur médical de l'administration de la santé et de la population dans le gouvernement (Wilaya).;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 3";"* Notification envoyée à l'inspection du travail, à l'organisme de sécurité sociale et au médecin-inspecteur de l'administration de la santé et de la population dans le gouvernorat ""Wilaya""."
95;6;26;Amiante;Si l'installation mène des activités susceptibles d'exposer les travailleurs à la poussière d'amiante, il évalue une évaluation des risques pour déterminer la nature et la quantité des fibres ainsi que la durée et le degré d'exposition des travailleurs.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 4";* Évaluation de l'évaluation des risques pour les activités susceptibles d'exposer les travailleurs aux poussières d'amiante
96;6;27;Amiante;Il ne peut pas mettre en place un système de protection collective contre les poussières d'amiante ou si la protection collective est inefficace, l'installation fournit aux travailleurs exposés à la poussière d'amiante avec un équipement de protection individuelle adéquat.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 15";nan
97;6;28;Amiante;L'employeur conteste un laboratoire autorisé à effectuer une surveillance des émissions de poussière d'amiante au moins une fois par an afin de se conformer aux niveaux autorisés de poussières d'amiante dans l'établissement.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 24";* Enregistrements des résultats de la surveillance des poussières d'amiante
98;6;29;Amiante;Si l'installation mène des activités susceptibles d'exposer les travailleurs à la poussière d'amiante, pour les travailleurs nouvellement embauchés, il organise des séances d'information sur les dangers susceptibles d'affecter la santé, y compris des facteurs d'amélioration des risques tels que le tabagisme.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 7";* Dossiers de formation des employés
99;6;30;Amiante;Les locaux utilisés pour la transformation ou le traitement de l'amiante sont régulièrement nettoyés et entretenus.;"Décret exécutif n ° 99-95 du 19 avril 1999 sur la prévention contre les dangers de l'amiante; Art. 5";nan
100;6;31;Amiante;Les résultats de l'évaluation des risques pour déterminer la nature et la quantité des fibres ainsi que la durée et le degré d'exposition des travailleurs ont été transmis au médecin nommé pour la santé et la sécurité dans l'établissement et aux membres de la Commission bipartite pour l'hygiène et la sécurité ou à la personne responsable de l'hygiène et de la sécurité, et sont disponibles pour l'inspection de la main-d'œuvre et les services de sécurité sociale.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 4";* Évaluation de l'évaluation des risques pour les activités susceptibles d'exposer les travailleurs aux poussières d'amiante
101;6;32;Amiante;La liste des travailleurs exposés à l'inhalation de la poussière d'amiante a été transmise au médecin nommé à la santé et à la sécurité dans l'établissement.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 16";* Preuve de la soumission au médecin de la liste des travailleurs exposés à la poussière d'amiante
102;7;1;Rayonnement ionisant;Si l'entreprise a des travailleurs exposés à des rayonnements ionisants, elle garantit que ses travailleurs sont protégés contre l'exposition externe aux radiations ionisantes et contre la contamination radioactive.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 28 et art. 29";nan
103;7;2;Rayonnement ionisant;Si l'installation gère, utilise ou stocke des sources radioactives (scellées ou non) ou des générateurs électriques de rayonnement ionisant, il a désigné un professionnel qualifié compétent en radioprotection, détenant un certificat valide.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 13 et art. 16";"* Certificat de compétence dans le traitement des sources de rayonnement ionisant
* Preuve de la nomination du professionnel qualifié"
104;7;3;Rayonnement ionisant;Le gestionnaire a établi et met régulièrement à jour un registre sur les caractéristiques et l'historique des sources radioactives et des appareils émettant des rayonnements ionisants.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 14";* Inscrivez-vous sur des sources et des appareils radioactifs émettant un rayonnement ionisant
105;7;4;Rayonnement ionisant;Si l'installation gère des sources ou des dispositifs radioactifs émettant des rayonnements ionisants, il a informé et fourni des formations à ses travailleurs en radioprotection.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 15";* Dossiers de formation des employés
106;7;5;Rayonnement ionisant;L'employeur garantit que l'exposition professionnelle des rayonnements ionisants de tous les travailleurs ne dépasse pas les limites de l'exposition fixées par la loi.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 18";* Enregistrements de la surveillance de l'exposition aux rayonnements ionisants
107;7;6;Rayonnement ionisant;L'employeur classe les travailleurs exposés à des rayonnements ionisants chez les travailleurs de classe A ou de classe B, selon leur niveau d'exposition potentiel.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 19";* Enregistrements de la surveillance de l'exposition aux rayonnements ionisants
108;7;7;Rayonnement ionisant;Les installations qui incluent / s'appuient sur l'utilisation de sources de rayonnement ionisant sont équipées d'un dispositif de protection radiologique.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 24";nan
109;7;8;Rayonnement ionisant;Le gestionnaire de l'installation a identifié des zones contrôlées et des zones supervisées autour de la source de rayonnement ionisante avant de mettre en service la source.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 26 et art. 27";* Carte de l'installation identifiant les zones contrôlées et supervisées
110;7;9;Rayonnement ionisant;Les zones contrôlées et supervisées sont marquées de manière appropriée.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 27
Ordonnance interministérielle du 20 janvier 2011 régulant la signalisation spécifique dans les zones régulées contenant des sources de rayonnement ionisantes; Art. 3";nan
111;7;10;Rayonnement ionisant;Les sources et les dispositifs radioactifs émettaient les rayonnements ionisants sont vérifiés et maintenus régulièrement par des personnes correctement qualifiées et désignées.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 62";* Enregistrements des dispositifs émettant des rayonnements ionisants
112;7;11;Rayonnement ionisant;Le gestionnaire des installations organise une dosimétrie individuelle pour chaque travailleur travaillant dans une zone contrôlée.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 30";* Enregistrements des résultats de dosimétrie individuels
113;7;12;Rayonnement ionisant;Les résultats de la dosimétrie individuelle effectuée sur les travailleurs travaillant dans des zones contrôlées sont enregistrés dans les dossiers médicaux individuels des travailleurs concernés.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 30";* Dossiers médicaux individuels montrant les résultats de la dosimétrie
114;7;13;Rayonnement ionisant;Si l'installation a des travailleurs de classe A exposés ou susceptibles d'être exposés à des rayonnements ionisants supérieurs à 3/10 de la limite de dose annuelle, il garantit qu'ils subissent une supervision médicale spécifique.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 35";* Fichier médical pour les travailleurs de classe A
115;7;14;Rayonnement ionisant;Le médecin professionnel a établi un dossier médical spécifique pour chaque travailleur de classe A.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 41
Ordonner au ministre de la Ministère de la Santé, de la population et de la réforme hospitalière du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 7 Annexe";* Fichier médical pour les travailleurs de classe A
116;7;15;Rayonnement ionisant;L'installation garantit que les dispositifs de surveillance radiologiques sont maintenus et testés, et sont re-calibrés au moins une fois par an.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 49";* Records sur le maintien des dispositifs de surveillance radiologiques
117;7;16;Rayonnement ionisant;L'installation garantit que les prémisses dans lesquelles des sources radioactives peuvent être trouvées sont équipées d'un système de clôture clé et ont des affichages de signalisation réglementaires.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 45";nan
118;7;17;Rayonnement ionisant;L'installation garantit que les substances radioactives sont stockées dans des conteneurs appropriés et ne sont accessibles qu'aux personnes nommées par le directeur.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 50 et art. 51";* Liste des personnes nommées par le responsable des installations pour accéder aux zones de stockage des substances radioactives
119;7;18;Rayonnement ionisant;Si l'installation utilise des sources radioactives, elle entreprend toutes les opérations de surveillance requises.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 57 et art. 58 et art. 59";nan
120;7;19;Rayonnement ionisant;La zone supervisée a été périodiquement vérifiée, délimitée de manière appropriée et a fourni des panneaux réglementant l'accès à lui.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 26";nan
121;7;20;Rayonnement ionisant;L'installation garantit que les zones supervisées et contrôlées sont délimitées;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 27";nan
122;7;21;Rayonnement ionisant;Les employeurs s'assurent que l'exposition de chaque travailleur au rayonnement ionisant dans les zones contrôlées est mesurée à l'aide d'un dosimètre individuel.;"Ordonnance interministérielle du 20 janvier 2011 sur l'utilisation du dosimètre individuel; Art. 3";* Dossiers médicaux individuels montrant les résultats de la dosimétrie
123;7;22;Rayonnement ionisant;Si l'installation a des travailleurs exposés aux rayons X, aux rayons gamma, aux neutrons, aux faisceaux de particules chargés et à l'énergie bêta de plus de 100 kiloelectrons volts (KEV), l'employeur garantit que des dosimètres individuels externes sont utilisés pour mesurer le niveau d'exposition de ces travailleurs à l'ionisant des rayonnements.;"Ordonnance interministérielle du 20 janvier 2011 sur l'utilisation du dosimètre individuel; Art. 5";* Enregistrements de dosimètres individuels externes
124;7;23;Rayonnement ionisant;Si l'installation affecte les travailleurs à des postes qui les exposent à des rayonnements ionisants, il a obtenu l'attestation du médecin de travail sur leur aptitude à prendre de tels emplois.;"Ordonner au ministre de la Ministère de la Santé, de la population et de la réforme hospitalière du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 3";* Des preuves sur l'attestation du médecin du travail sur la capacité des travailleurs à exercer des tâches les exposant à des rayonnements ionisants
125;7;24;Rayonnement ionisant;Si l'installation a des travailleurs exposés à des rayonnements ionisants, il garantit qu'ils subissent des tests médicaux réguliers.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 18 Art. 19
Ordonner au ministre de la Ministère de la Santé, de la population et de la réforme hospitalière du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 4; Art. 8; Art. 10, 11 et 12";* Dossiers des examens médicaux
126;7;25;Rayonnement ionisant;Si l'installation a des travailleurs exposés à des rayonnements ionisants, il maintient leurs dossiers médicaux à jour avec les résultats des derniers tests médicaux effectués sur eux.;"Ordonner au ministre de la Ministère de la Santé, de la population et de la réforme hospitalière du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 7";* Fichiers médicaux individuels des travailleurs
127;7;26;Rayonnement ionisant;Si l'installation emploie des travailleurs à des postes qui les exposent à des rayonnements ionisants, il garantit que ces travailleurs sont informés des dangers associés à l'exposition aux radiations ionisantes et à la nécessité de suivre les examens médicaux réguliers et la mesure de protection adoptée dans l'établissement après chaque examen médical qu'ils entreprennent.;"Ordonner au ministre de la Ministère de la Santé, de la population et de la réforme hospitalière du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 6";* Des preuves indiquant la communication des informations sur les dangers associés à l'exposition à un rayonnement ionisant aux travailleurs exposés à ces radiations
128;7;27;Rayonnement ionisant;Si l'établissement a l'intention d'employer des travailleurs à des postes qui les exposent à des rayonnements ionisants, il garantit qu'ils subissent des examens médicaux supplémentaires avant de commencer leur travail.;"Ordonner au ministre de la Ministère de la Santé, de la population et de la réforme hospitalière du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 13";* Fichiers médicaux individuels des travailleurs
129;7;28;Rayonnement ionisant;L'installation garantit que le médecin du travail effectue des tests médicaux sur les travailleurs exposés et leur fournit le traitement nécessaire après la survenue d'un accident industriel qui conduit à une exposition excessive aux rayonnements ionisants.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 18
Ordonner au ministre de la Ministère de la Santé, de la population et de la réforme hospitalière du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 15";nan
130;7;29;Rayonnement ionisant;Si l'établissement souffrait d'un accident industriel conduisant à une exposition excessive à des rayonnements ionisants, il garantit que le médecin du travail et l'expert en radioprotection mettent une enquête sur les causes d'un tel accident.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 18
Ordonner au ministre de la Ministère de la Santé, de la population et de la réforme hospitalière du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 19";* Records sur les enquêtes menées après la survenue d'accidents industriels conduisant à l'exposition excessive à des rayonnements ionisants
131;7;30;Rayonnement ionisant;Si un accident industriel s'est produit dans l'établissement et a conduit à une exposition excessive des travailleurs aux rayonnements ionisants, il élimine les raisons qui provoquent un tel accident après avoir mené les enquêtes appropriées.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 18
Ordonner au ministre de la Ministère de la Santé, de la population et de la réforme hospitalière du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 19";* Records sur les enquêtes menées après la survenue d'accidents industriels conduisant à l'exposition excessive à des rayonnements ionisants
132;7;31;Rayonnement ionisant;Si l'entreprise entreprend des activités dans des zones réglementées, elle nomme un agent de la radio-protection pour effectuer la signalisation des zones réglementées.;"Ordonnance interministérielle du 20 janvier 2011 régulant la signalisation spécifique dans les zones régulées contenant des sources de rayonnement ionisantes; Article 3";nan
