id;domaine;chapitre;sous_chapitre;titre;exigence;lois;documents
139;dangerous;4;11;Biphényles polychlorés (PCB / PCT);Les locaux où l'équipement électrique utilisant des PCB sont utilisés ont des planchers fabriqués à partir de ciment anti-fuite, sans égouts et qui sont suffisamment délimités permettant de contenir une fuite accidentelle d'huile contenant des PCB.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 3, Art. 11";nan
140;dangerous;4;12;Biphényles polychlorés (PCB / PCT);Les locaux où l'équipement électrique utilisant des PCB sont utilisés ont des murs externes appropriés qui empêchent le feu de se propager et les murs de séparation qui arrêtent les flammes.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 3, Art. 11";nan
141;dangerous;4;13;Biphényles polychlorés (PCB / PCT);Les locaux où l'équipement électrique utilisant des PCB sont utilisés ont des portes résistantes au feu, équipées d'un système de fermeture automatique et doivent s'ouvrir à l'extérieur.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 3, Art. 11";nan
142;dangerous;4;14;Biphényles polychlorés (PCB / PCT);Il y a une pelle et un sac contenant 50 kg de sable à l'entrée des bâtiments où des équipements électriques à l'aide de PCB sont utilisés.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 3, Art. 11";nan
143;dangerous;4;15;Biphényles polychlorés (PCB / PCT);Les locaux où les équipements électriques utilisant des PCB sont utilisés sont équipés d'un nombre suffisant d'extincteurs.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 3, Art. 11";nan
144;dangerous;4;16;Biphényles polychlorés (PCB / PCT);Les condenseurs électriques contenant de l'huile contaminés par des PCB sont équipés d'un système anti-éclaboussures.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Art. 12";nan
145;dangerous;4;17;Biphényles polychlorés (PCB / PCT);Les PCB contenant de l'huile ne sont manipulés et transportés que dans des conteneurs résistants et à l'épreuve des fuites.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 5, Art. 14";nan
146;dangerous;4;18;Biphényles polychlorés (PCB / PCT);Pendant le transport, l'huile contenant des PCB est placée dans le véhicule en fonction de la solidité du sol et du centre de gravité du véhicule.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 5, Art. 14";nan
165;dangerous;6;3;Explosifs;Si l'installation produit, stocke, transporte, utilise ou échange des substances explosives, elle garantit qu'elles sont marquées de manière à permettre leur identification.;"Décret présidentiel 90-198 du 30 juin 1990 sur les explosifs; Art. 33";* Marquage des substances explosives
147;dangerous;4;19;Biphényles polychlorés (PCB / PCT);Pendant le transport, tous les articles transportés dans les mêmes véhicules avec des PCB contenant de l'huile sont fixés de manière à ne pas provoquer des accidents impliquant la perforation de conteneurs d'huile contenant des PCB.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 5, Art. 134";nan
148;dangerous;4;20;Biphényles polychlorés (PCB / PCT);Avant le transport, les condenseurs électriques contenant des PCB contenant de l'huile sont emballés avec du plastique et fixés sur une palette.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 5, Art. 14";nan
149;dangerous;4;21;Biphényles polychlorés (PCB / PCT);L'installation garantit que le transport de PCB contenant de l'huile est effectué uniquement dans les véhicules ayant le panneau Transport de PCB écrit en rouge sur une surface blanche.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 5, Art. 14";nan
150;dangerous;4;22;Biphényles polychlorés (PCB / PCT);L'installation ne réutilise aucun emballage qui a servi pour l'huile contenant des PCB ou pour des matériaux contaminés par celui-ci.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Art. 15";nan
151;dangerous;4;23;Biphényles polychlorés (PCB / PCT);L'établissement informe immédiatement la défense civile, le Département de l'environnement et le service de santé du gouvernorat correspondant en cas d'incendie ou de fuites accidentelles et importantes d'huile contenant des PCB, des équipements contenant ou des matériaux contaminés par celui-ci.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Art. 16";* Notification des incendies ou des fuites accidentelles et importantes d'huile contenant des PCB, des équipements contenant ou des matériaux qui en sont contaminés.
152;dangerous;4;24;Biphényles polychlorés (PCB / PCT);L'installation ne décharge pas l'huile contenant des PCB au réseau d'égouts;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Art. 17";nan
153;dangerous;4;25;Biphényles polychlorés (PCB / PCT);En cas de libération accidentelle de PCB contenant du pétrole, l'établissement informe la défense civile, le Département de l'environnement et le ministère de la Santé du gouvernorat correspondant;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 6, Art. 19";* Notification de la décharge accidentelle de l'huile contenant des PCB
154;dangerous;4;26;Biphényles polychlorés (PCB / PCT);En cas de décharge accidentelle de l'huile contenant des PCB, l'installation prend des mesures pour éviter la contamination des personnes.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 6, Art. 19";nan
155;dangerous;4;27;Biphényles polychlorés (PCB / PCT);En cas de décharge accidentelle d'huile contenant des PCB, l'installation récupère l'huile dans des récipients ou prend d'autres mesures approuvées si cela est techniquement impossible.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 6, Art. 19";nan
156;dangerous;4;28;Biphényles polychlorés (PCB / PCT);En cas de décharge accidentelle d'huile contenant des PCB, l'installation obstrue tous les trous et gouttières, ou construit une barrière si le déversement s'est produit sur le béton, l'asphalte ou le sol.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 6, Art. 19";nan
157;dangerous;4;29;Biphényles polychlorés (PCB / PCT);En cas de décharge accidentelle d'huile contenant des PCB, l'installation nettoie le sol avec des chiffons et utilise des solvants tels que le kérosène, l'huile de carburant, la térébenthine, le trichloroéthane varsol, etc.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 6, Art. 19";nan
158;dangerous;4;30;Biphényles polychlorés (PCB / PCT);En cas de décharge accidentelle d'huile contenant des PCB à l'eau, l'établissement drade les sédiments contaminés.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 6, Art. 19";nan
159;dangerous;4;31;Biphényles polychlorés (PCB / PCT);En cas de décharge accidentelle de l'huile contenant des PCB, l'installation prélève des échantillons pour déterminer le degré de pénétration du sol.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 6, Art. 19";* Enregistrements des résultats de l'échantillonnage pour déterminer le degré de pénétration des PCB dans le sol
160;dangerous;4;32;Biphényles polychlorés (PCB / PCT);Si la décharge accidentelle d'huile contenant des PCB se produit sur le sol, l'installation vérifie si les puits et les étendues d'eau ne sont pas contaminés par les PCB.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Annexe 6, Art. 19";nan
161;dangerous;4;33;Biphényles polychlorés (PCB / PCT);Si l'installation dispose d'équipements électriques contenant des huiles à base de PCB, il les vide avant leur transport ou leur stockage.;"Décret n ° 87-182 du 19 août 1987 sur les PCB, équipement électrique contenant des PCB et des matériaux contaminés par des PCB; Art. 9";nan
162;dangerous;5;1;Mesures phytosanitaires pour l'emballage en bois;Si l'installation importe ou exporte des marchandises emballées dans des matériaux d'emballage en bois, il garantit que les matériaux d'emballage en bois ont été traités contre les ravageurs en fonction d'une mesure approuvée et affichent une marque qui atteste de ce traitement.;"Ordonnance interministérielle du 5 août 2009 approuvant les règles techniques réglementant les matériaux d''emballage à base de bois destinés au commerce; Annexe II, Art. 4";nan
163;dangerous;6;1;Explosifs;Si l'installation produit des substances explosives, elle a construit une zone d'incinération pour incinérer les déchets dangereux résultant de ses activités.;"Décret présidentiel 90-198 du 30 juin 1990 sur les explosifs; Art. 12";nan
164;dangerous;6;2;Explosifs;Si l'installation stocke les explosifs, il a obtenu une autorisation préalable pour le faire.;"Décret présidentiel 90-198 du 30 juin 1990 sur les explosifs; Art. 17";* Autorisation de stocker des explosifs
295;safety;4;3;Jeunes travailleurs;L'employeur n'attribue pas de travailleurs qui ont moins de 19 ans pour travailler la nuit.;"Loi 90-11 du 21 avril 1990 sur les relations de travail; Art. 27";nan
167;emergency;1;2;Prévention des incendies;Les locaux et les postes de travail associés aux risques d'incendie en raison d'une utilisation permanente de matériaux et de substances hautement inflammables sont isolés.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 46";nan
168;emergency;1;3;Prévention des incendies;Les zones où les matériaux inflammables du groupe 1 sont manipulés ou utilisés sont exempts de sources de flammes, d'appareils ou de pièces susceptibles d'être chauffées.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 50";nan
169;emergency;1;4;Prévention des incendies;Le tabagisme est interdit dans les zones où les matériaux inflammables du groupe 1 sont manipulés ou utilisés, et les travailleurs sont informés de cette restriction.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 50";nan
170;emergency;1;5;Prévention des incendies;Dans les bâtiments ou les locaux où les manipulations inflammables du groupe 1 sont manipulées ou utilisées, les travailleurs ne laissent pas de liquides inflammables en quantités dépassant leur utilisation quotidienne.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 51";nan
171;emergency;1;6;Prévention des incendies;Les liquides inflammables ne sont placés que dans des récipients à l'épreuve des fuites, et s'ils sont en verre, ils sont résistants aux chocs.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 51";nan
172;emergency;1;7;Prévention des incendies;Dans les zones où les matériaux inflammables du groupe 2 sont gérés, produits, traités ou stockés, le câblage électrique et l'équipement sont équipés de dispositifs pour empêcher le contact et la surchauffe de ces matériaux.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 53";nan
173;emergency;1;8;Prévention des incendies;Les dispositifs dont le fonctionnement provoque des étincelles ou des incandescence ne sont pas utilisés dans des zones où les matériaux inflammables du groupe 2 sont manipulés, produits, traités ou stockés.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 53";nan
174;emergency;1;9;Prévention des incendies;La liste des exercices et des exercices d'incendie ainsi que les observations sur les exercices de lutte contre les incendies et l'utilisation d'équipements de premiers soins sont indiqués dans la Commission d'hygiène et de sécurité des délibérations.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 60";* Commission d'hygiène et de sécurité Registre des délibérations
175;emergency;1;10;Prévention des incendies;Les dispositifs dont le fonctionnement provoque des étincelles ou des incandescence ne sont pas utilisés dans les zones où les matériaux inflammables du groupe 1 sont manipulés.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 50";nan
176;emergency;1;11;Prévention des incendies;Si l'installation exploite un immeuble de grande hauteur, il est conforme aux exigences de prévention des incendies énumérées en vertu de l'article 7 du décret n ° 76-35 du 20 février 1976, fixant les règles de sécurité contre les incendies et la panique dans les grands bâtiments.;"Décret n ° 76-35 daté du 20 février 1976 fixant les règles de sécurité contre les incendies et la panique dans les immeubles de grande hauteur; Art. 7";nan
177;emergency;1;12;Prévention des incendies;Si l'installation exploite un immeuble de grande hauteur, il garantit qu'un système d'alarme incendie approprié et un équipement de lutte contre les incendies sont mis à disposition en cas d'incendie.;"Décret n ° 76-35 daté du 20 février 1976 fixant les règles de sécurité contre les incendies et la panique dans les immeubles de grande hauteur; Art. 7 (4)";nan
178;emergency;1;13;Prévention des incendies;Si l'installation exploite un immeuble de grande hauteur, il garantit que le bâtiment est enregistré auprès du Département de la Défense civile avant l'occupation du bâtiment.;"Décret n ° 76-35 daté du 20 février 1976 fixant les règles de sécurité contre les incendies et la panique dans les immeubles de grande hauteur; Art. 23";* Records de l'enregistrement du bâtiment auprès du Département de la Défense civile
179;emergency;1;14;Prévention des incendies;Si l'installation exploite un immeuble de grande hauteur, il garantit que les bâtiments sont divisés d'une manière qui empêche la propagation du feu et doit être faite de matériaux non inflammables.;"Décret n ° 76-35 daté du 20 février 1976 fixant les règles de sécurité contre les incendies et la panique dans les immeubles de grande hauteur; Art. 7 (1)";nan
180;emergency;1;15;Prévention des incendies;Si l'entreprise possède, exploite ou a l'intention de construire des bâtiments ou des tours élevés accessibles par le public, il effectue une surveillance périodique sur l'équipement de détection d'incendie, l'équipement de contrôle de la fumée et la ventilation.;"Loi n ° 19-02 pour les règles générales pour la prévention des risques d''incendie et de panique; Article 4; Article 5";nan
181;emergency;1;16;Prévention des incendies;Si l'entreprise possède, exploite ou a l'intention de construire des bâtiments ou des tours élevés accessibles par le public, il installe des équipements résistants au feu et des éléments de construction spécifiques qui sont classés en fonction de la façon dont ils réagissent au feu;"Loi n ° 19-02 pour les règles générales pour la prévention des risques d''incendie et de panique; Article 9";nan
182;emergency;1;17;Évacuation;Dans les zones où les matériaux inflammables du premier ou du deuxième groupe sont manipulés ou utilisés, les postes de travail sont placés à une distance minimale de 10 mètres de toute sortie.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 52";nan
183;emergency;1;18;Évacuation;Il y a des sorties suffisantes des locaux et des bâtiments situés de manière à assurer une évacuation rapide des travailleurs en cas d'incendie.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 54";nan
184;emergency;1;19;Évacuation;Les sorties des locaux et des bâtiments sont marquées de signaux visibles le jour et la nuit.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 55";nan
185;emergency;1;20;Évacuation;Les sorties qui ne sont généralement pas utilisées comme passages sont marquées par le panneau «sortie d'urgence» écrite en caractères visibles et clairs.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 55";nan
186;emergency;1;21;Évacuation;L'installation garantit que les sorties d'urgence sont équipées de lampes d'urgence utilisées en cas d'interruption accidentelle de l'éclairage normal.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 55";nan
187;emergency;1;22;Évacuation;Les postes de travail situés à différents niveaux ou sous-sol sont équipés d'escaliers, quelle que soit l'existence de remontées mécaniques ou d'équipement similaire.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 56";nan
188;emergency;1;23;Évacuation;Les bâtiments avec plusieurs niveaux sont équipés d'au moins 2 escaliers.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 56";nan
189;emergency;1;24;Évacuation;Partout où des matériaux inflammables sont utilisés, il y a des instructions écrites, approuvées par la défense civile, indiquant les personnes chargées de l'évacuation des employés.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 59";* Instructions écrites indiquant les personnes chargées de l'évacuation des employés
190;emergency;1;25;Évacuation;La largeur des voies menant aux sorties de l'installation ne doit pas être inférieure à 80 cm.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 54";nan
191;emergency;1;26;Lutte contre les incendies;Il existe un nombre adéquat d'extincteurs de différents types et capacités appropriés.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 57";nan
192;emergency;1;27;Lutte contre les incendies;Les extincteurs sont facilement accessibles et adéquatement situés et distribués sur les postes de travail.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 57";nan
193;emergency;1;28;Lutte contre les incendies;Partout où les matériaux inflammables sont utilisés des instructions spéciales sont données aux personnes chargées d'assurer la sécurité et le contrôle.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 59";* Instructions spéciales pour les personnes formées à la lutte contre l'incendie
194;emergency;1;29;Lutte contre les incendies;Les extincteurs et les dispositifs de lutte contre les incendies sont testés et vérifiés périodiquement.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 60";* Enregistrement des résultats des contrôles périodiques des extincteurs et des dispositifs pour la lutte contre les incendies
195;emergency;1;30;Lutte contre les incendies;Les installations de lutte contre les incendies sont inspectées et maintenues régulièrement.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 62";nan
196;emergency;1;31;Lutte contre les incendies;Les instructions sur l'utilisation de matériaux inflammables qui sont données aux employés ont d'abord été approuvés par la défense civile.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 59";* Instructions sur l'utilisation de matériaux inflammables qui sont donnés aux employés
197;emergency;2;1;Accidents industriels majeurs;Si l'installation exploite un établissement industriel, elle a réalisé une étude de danger (Étude de danger) avant de démarrer les opérations.;"Droit n ° 04-20 du 25 décembre 2004 sur la prévention des risques majeurs et sur la gestion des catastrophes dans le contexte du développement durable; Art. 60";* Étude des dangers
198;emergency;2;2;Accidents industriels majeurs;Si l'installation exploite un établissement industriel, il a établi un plan d'action interne.;"Décret exécutif n ° 2009-335 du 20 octobre 2009, exposant les procédures de développement et de mise en œuvre de plans internes d''intervention par les opérateurs des installations industrielles; Art. 6
Droit n ° 04-20 du 25 décembre 2004 sur la prévention des risques majeurs et sur la gestion des catastrophes dans le contexte du développement durable; Art. 62";* Plan d'action interne
199;emergency;2;3;Accidents industriels majeurs;Si l'installation exploite une installation industrielle, elle garantit que les travailleurs sont instruits et formés sur les risques et procédures en cas d'accident.;"Décret exécutif n ° 2009-335 du 20 octobre 2009, exposant les procédures de développement et de mise en œuvre de plans internes d''intervention par les opérateurs des installations industrielles; Art. 9";* Dossiers de formation des employés
200;emergency;2;4;Accidents industriels majeurs;Si l'installation exploite une installation industrielle, il examine et met à jour son plan d'action interne tous les 5 ans, chaque fois qu'il modifie l'installation ou lorsqu'il le fait.;"Décret exécutif n ° 2009-335 du 20 octobre 2009, exposant les procédures de développement et de mise en œuvre de plans internes d''intervention par les opérateurs des installations industrielles; Art. 14";* Plan d'action interne
201;emergency;2;5;Accidents industriels majeurs;Si l'installation exploite une installation industrielle, elle informe les autorités de la circonstance de l'accident, les produits et les substances dangereuses affectées, les données disponibles sur l'impact sur l'environnement et les mesures d'urgence prises.;"Décret exécutif n ° 2009-335 du 20 octobre 2009, exposant les procédures de développement et de mise en œuvre de plans internes d''intervention par les opérateurs des installations industrielles; Art. 16";* Notification d'accident de marchandises dangereuses
202;emergency;2;6;Accidents industriels majeurs;Si l'installation gère les rayonnements ionisants, il garantit que les mesures appropriées sont prises lorsque des limites d'exposition aux radiations ionisantes en cas d'urgence ou d'accidents ou d'incidents nucléaires ou radioactifs sont atteints.;"Ordonnance ministérielle du 20 janvier 2011 spécifiant les niveaux d''intervention, d''action et de dose en cas d''urgence nucléaire ou radioactive; Art. 3";nan
203;emergency;2;7;Accidents industriels majeurs;Si l'installation est nommée par le WALI local comme l'un des installations qui nécessitent un plan d'intervention spécifique, il assiste aux réunions du comité local établies pour préparer de tels plans spécifiques.;"Décret exécutif n ° 15-71 du 11 février 2015 établissant les procédures pour l''élaboration et l''adoption de plans d''intervention pour les installations; Art. 7 Art. 12";nan
204;emergency;2;8;Accidents industriels majeurs;Si l'installation est nommée par le WALI local comme l'une des installations qui nécessitent un plan d'intervention spécifique, il informe les services de protection civile à chaque fois qu'il déclenche son plan d'intervention interne.;"Décret exécutif n ° 15-71 du 11 février 2015 établissant les procédures pour l''élaboration et l''adoption de plans d''intervention pour les installations; Arts. 7 et 14";* Plan d'action interne
205;env;1;1;Responsables;Si l'installation est un établissement classifié de catégorie 1 ou 2 selon la nomenclature d'installation classifiée, il a nommé un délégué pour l'environnement.;"Décert exécutif 05-240 du 28 juin 2005 établissant les termes de la nomination des délégués pour l''environnement; Art. 2";* Lettre de nomination de la personne responsable de la gestion de l'énergie
206;env;1;2;Responsables;Si l'installation est un établissement classifié de catégorie 1 selon la nomenclature d'installation classifiée et n'a pas de structures de protection de l'environnement, la nomination du délégué pour l'environnement a été approuvée par le ministre de l'environnement.;"Décert exécutif 05-240 du 28 juin 2005 établissant les termes de la nomination des délégués pour l''environnement; Art. 2";* Approbation du délégué pour l'environnement du ministre de l'Environnement
207;env;1;3;Responsables;Si l'installation est un établissement classifié de catégorie 2 selon la nomenclature d'installation classifiée et n'a pas de structures de protection de l'environnement, elle a informé le gouverneur compétent (WALI) de la nomination du délégué pour l'environnement.;"Décert exécutif 05-240 du 28 juin 2005 établissant les termes de la nomination des délégués pour l''environnement; Art. 2";* Notification de la nomination du délégué pour l'environnement au gouverneur compétent (WALI)
208;env;1;4;Responsables;L'installation fournit son délégué à l'environnement avec tous les moyens nécessaires pour lui permettre de remplir ses missions.;"Décert exécutif 05-240 du 28 juin 2005 établissant les termes de la nomination des délégués pour l''environnement; Art. 7";* Dossiers de formation des employés
209;env;1;5;Transfert / fermeture du site;Si l'établissement est un établissement classifié, il a informé l'autorité compétente de toute fermeture de ses sites trois mois avant leur fermeture.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l''environnement; Art. 42";* Notification de fermeture d'un établissement classifié
210;env;1;6;Transfert / fermeture du site;Si l'installation est classée comme appartenant au groupe d'établissements classifiés et s'il a fermé son site / installation, il a soumis un plan de décontamination pour le site à l'autorité compétente.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l''environnement; Art. 42";* Plan de décontamination en cas de fermeture
211;env;1;7;Taxes et frais environnementaux;Si l'installation appartient à l'une des catégories des établissements classifiés en fonction de la nomenclature d'installation classifiée, il paie la taxe sur les activités polluantes et dangereuses.;"Loi 99-11 du 23 décembre 1999 concernant la loi financière pour l''année 2000; Art. 54
Loi 01-21 du 22 décembre 2001 concernant la loi financière pour l''année 2002; Art. 202
Décret exécutif n ° 09-336 sur la taxe sur les activités polluantes et dangereuses pour l''environnement; Art. 2";* Preuve de paiement de la taxe sur les activités polluantes et dangereuses
212;env;1;8;Taxes et frais environnementaux;Si l'installation stocke les déchets dangereux industriels, il a payé l'impôt sur le stockage des déchets dangereux.;"Loi 01-21 du 22 décembre 2001 concernant la loi financière pour l''année 2002; Art. 203";* Preuve de paiement de la taxe sur le stockage des déchets dangereux
213;env;1;9;Taxes et frais environnementaux;Si l'installation effectue l'exploitation et le transport du pétrole, il paie la taxe pour les activités polluantes ou dangereuses.;"Décret exécutif n ° 09-336 sur la taxe sur les activités polluantes et dangereuses pour l''environnement; Art. 3";* Recettes pour le paiement de l'impôt sur les activités polluantes et dangereuses
214;env;1;10;Audits environnementaux;Si l'installation existante appartient au groupe d'établissements classifiés mais n'a pas d'autorisation opérationnelle, ou si son autorisation opérationnelle ne correspond à aucune catégorie d'établissements classifiés, il a effectué un audit environnemental.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l''environnement; Art. 44";"* Autorisation de fonctionnement
* Rapport d''audit environnemental"
215;env;1;11;Audits environnementaux;Si l'entreprise est une entreprise industrielle, de transport ou de services avec une consommation annuelle d'énergie atteignant les limites énoncées par décret exécutif n ° 05-495 du 26 décembre 2005 concernant l'audit énergétique des établissements de consommation d'énergie élevés, il effectue un audit énergétique.;"Décret exécutif n ° 05-495 du 26 décembre 2005 concernant l''audit énergétique des établissements de consommation d''énergie élevés; Art. 10";* Rapport d'audit énergétique
216;env;1;12;Audits environnementaux;Si l'entreprise est une installation industrielle qui consomme de l'énergie égale ou plus de 2000 tonnes de pétrole, elle rapporte son niveau de consommation et son admissibilité à l'audit énergétique mandaté de l'agence nationale pour la promotion et la rationalisation de la consommation d'énergie (APRE).;"Décret exécutif n ° 05-495 du 26 décembre 2005 concernant l''audit énergétique des établissements de consommation d''énergie élevés; Article (16)";"* Document sur la consommation d''énergie annuelle
* Rapport à l''Agence nationale pour la promotion et la rationalisation de la consommation d''énergie (APRUE) sur le niveau de consommation annuelle de la société de la société"
296;safety;4;4;Jeunes travailleurs;L'établissement emploie de jeunes travailleurs que s'ils ont une autorisation écrite de leurs tuteurs.;"Loi 90-11 du 21 avril 1990 sur les relations de travail; Art. 15";* Autorisation écrite des tuteurs des jeunes travailleurs
217;env;1;13;Audits environnementaux;Si la société est une société de services de transport qui consomme de l'énergie égale ou supérieure à 1000 tonnes de pétrole, elle rapporte son niveau de consommation et son admissibilité à l'audit énergétique mandaté de l'agence nationale pour la promotion et la rationalisation de la consommation d'énergie (APRE).;"Décret exécutif n ° 05-495 du 26 décembre 2005 concernant l''audit énergétique des établissements de consommation d''énergie élevés; Article (16).";"* Document sur la consommation d''énergie annuelle
* Rapport à l''Agence nationale pour la promotion et la rationalisation de la consommation d''énergie (APRUE) sur le niveau de consommation annuelle de la société de la société"
218;env;1;14;Audits environnementaux;Si l'entreprise est une entreprise qui fournit des services et consomme de l'énergie égale ou supérieure à 500 tonnes de pétrole, il rapporte son niveau de consommation et son admissibilité à l'audit énergétique mandaté de l'agence nationale pour la promotion et la rationalisation de la consommation d'énergie (APRE).;"Décret exécutif n ° 05-495 du 26 décembre 2005 concernant l''audit énergétique des établissements de consommation d''énergie élevés; Article (16)";"* Document sur la consommation d''énergie annuelle
* Rapport à l''Agence nationale pour la promotion et la rationalisation de la consommation d''énergie (APRUE) sur le niveau de consommation annuelle de la société de la société"
